"Campaign name","Campaign ID",Placement,Platform,"Delivery status","Delivery level",Reach,Impressions,Frequency,"Attribution setting","Result type",Results,"Amount spent (INR)","Cost per result",Starts,Ends,"Link clicks","CPC (cost per link click)","CPM (cost per 1,000 impressions)","CTR (all)","Messaging conversations replied","Messaging conversations started","Unique CTR (all)","Cost per lead",Leads,"Leads conversion value","Ad delivery","Ad set delivery","Campaign delivery","Result rate","Cost per messaging conversation started","Reporting starts","Reporting ends"
"Feb Ads - 31st Jan",6861084796197,"Facebook Stories",facebook,inactive,campaign,5048,5048,1,"7-day click or 1-day view","Messaging conversations started",3,398.32083979,132.77361326,,,38,10.48212736,78.90666398,0.83201268,,3,,,,,,,inactive,0.05942948,132.77361326,2023-07-20,2026-08-19
"FB Ads Online - 31/07/2026",6986086789197,"Instagram Stories",instagram,inactive,campaign,3232,4204,1.30074257,"7-day click or 1-day view","Messaging conversations started",1,389.44561425,389.44561425,,,45,8.65434698,92.63692061,1.16555661,,1,,,,,,,inactive,0.02378687,389.44561425,2023-07-20,2026-08-19
"SK-LPU-MAY 2025",6699121217397,Feed,facebook,inactive,campaign,4416,6257,1.41689312,"7-day click or 1-day view","Messaging conversations started",,385.6,,,,17,22.68235294,61.62697778,0.5593735,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads - 23rd Jan",6857822968197,"Facebook Reels",facebook,inactive,campaign,5488,8254,1.50400875,"7-day click or 1-day view","Messaging conversations started",3,375.4116708,125.1372236,,,15,25.02744472,45.48239288,0.33922946,,3,,,,,,,inactive,0.03634601,125.1372236,2023-07-20,2026-08-19
"FB Ads - 02/06/2026",6941440443997,Feed,facebook,inactive,campaign,6144,7688,1.25130208,"7-day click or 1-day view","Messaging conversations started",1,353.58510613,353.58510613,,,32,11.04953457,45.99181922,0.71540062,,1,,,,,,,inactive,0.01300728,353.58510613,2023-07-20,2026-08-19
"FB Ads Online - 31/07/2026",6986086789197,"Facebook Reels",facebook,inactive,campaign,2720,4409,1.62095588,"7-day click or 1-day view","Messaging conversations started",,352.93602541,,,,3,117.6453418,80.04899646,0.15876616,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU - 26/04",6685419908397,"Instagram Reels",instagram,inactive,campaign,14200,17677,1.24485915,"7-day click or 1-day view","Messaging conversations started",,351.74357398,,,,16,21.98397337,19.89837495,0.1979974,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"Punjabi University",6642089283597,"Facebook Reels",facebook,inactive,campaign,5440,11609,2.13400735,"7-day click or 1-day view","Messaging conversations started",11,341.79,31.07181818,,,29,11.78586207,29.44181239,0.6718925,,11,,,,,,,inactive,0.09475407,31.07181818,2023-07-20,2026-08-19
"AMITY Ads",6768967611397,"Facebook Reels",facebook,inactive,campaign,1632,2122,1.3002451,"7-day click or 1-day view","Messaging conversations started",3,338.56,112.85333333,,,8,42.32,159.54759661,0.61262959,,3,,,,,,,inactive,0.14137606,112.85333333,2023-07-20,2026-08-19
"FB Ads Online - 07/08/2026",6989431968797,Feed,instagram,inactive,campaign,3040,3394,1.11644737,"7-day click or 1-day view","Messaging conversations started",2,335.76,167.88,,,10,33.576,98.92751915,0.38302887,,2,,,,,,,inactive,0.05892752,167.88,2023-07-20,2026-08-19
MMU,6671478791197,"Instagram Reels",instagram,inactive,campaign,11080,12958,1.16949458,"7-day click or 1-day view","Messaging conversations started",5,331.39,66.278,,,21,15.78047619,25.57416268,0.23151721,,5,,,,,,,inactive,0.0385862,66.278,2023-07-20,2026-08-19
"LPU Patiala 19/04/2025",6675807605797,"Facebook Reels",facebook,inactive,campaign,4547,8679,1.90873103,"7-day click or 1-day view","Messaging conversations started",3,322.81794437,107.60598146,,,15,21.52119629,37.19529259,0.3917502,,3,,,,,,,inactive,0.03456619,107.60598146,2023-07-20,2026-08-19
"FB Distance - 09/06/2026",6953152263197,Feed,facebook,inactive,campaign,5024,5907,1.17575637,"7-day click or 1-day view","Messaging conversations started",3,318.82,106.27333333,,,27,11.80814815,53.97325207,0.88031149,,3,,,,,,,inactive,0.0507872,106.27333333,2023-07-20,2026-08-19
"FB Ads - 23rd Jan",6857822968197,"Instagram Stories",instagram,inactive,campaign,4464,6098,1.36603943,"7-day click or 1-day view","Messaging conversations started",4,317.6214136,79.4053534,,,25,12.70485654,52.08616163,0.49196458,,4,,,,,,,inactive,0.06559528,79.4053534,2023-07-20,2026-08-19
"FB Distance - 09/06/2026",6953152263197,"Facebook Reels",facebook,inactive,campaign,6240,8880,1.42307692,"7-day click or 1-day view","Messaging conversations started",3,314.3,104.76666667,,,16,19.64375,35.39414414,0.36036036,,3,,,,,,,inactive,0.03378378,104.76666667,2023-07-20,2026-08-19
"MBA - Degreecraft",6830713058997,"Facebook Reels",facebook,inactive,campaign,2720,3896,1.43235294,"7-day click or 1-day view","Messaging conversations started",1,308.3906323,308.3906323,,,6,51.39843872,79.15570644,0.38501027,,1,,,,,,,inactive,0.02566735,308.3906323,2023-07-20,2026-08-19
"MBA - Degreecraft",6830713058997,"Instagram Stories",instagram,inactive,campaign,3104,4083,1.31539948,"7-day click or 1-day view","Messaging conversations started",,300.49035992,,,,16,18.7806475,73.59548369,0.46534411,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU - Sept",6804632076597,"Facebook Reels",facebook,inactive,campaign,3646,5863,1.60806363,"7-day click or 1-day view","Messaging conversations started",3,298.28731843,99.42910614,,,14,21.30623703,50.87622692,0.52873955,,3,,,,,,,inactive,0.05116834,99.42910614,2023-07-20,2026-08-19
"LPU - 26/04",6685419908397,Feed,instagram,inactive,campaign,6848,8194,1.19655374,"7-day click or 1-day view","Messaging conversations started",3,295.85300609,98.6176687,,,22,13.44786391,36.10605395,0.3783256,,3,,,,,,,inactive,0.03661216,98.6176687,2023-07-20,2026-08-19
"FB - March 2026",6882906768197,Feed,facebook,inactive,campaign,3568,4092,1.14686099,"7-day click or 1-day view","Messaging conversations started",3,287.88285815,95.96095272,,,33,8.72372297,70.35260463,1.36852395,,3,,,,,,,inactive,0.07331378,95.96095272,2023-07-20,2026-08-19
"JGND - Punjab - MAY 2025",6699157867197,"Instagram Stories",instagram,inactive,campaign,5344,5917,1.10722305,"7-day click or 1-day view","Messaging conversations started",4,272.03,68.0075,,,14,19.43071429,45.97431131,0.37181004,,4,,,,,,,inactive,0.06760183,68.0075,2023-07-20,2026-08-19
"FB Ads - 22/03/2026",6887028626197,Feed,facebook,inactive,campaign,3096,4245,1.37112403,"7-day click or 1-day view","Messaging conversations started",1,270.63143406,270.63143406,,,23,11.76658409,63.752988,1.0836278,,1,,,,,,,inactive,0.02355713,270.63143406,2023-07-20,2026-08-19
"SK-LPU-MAY 2025 – 1",6724323110197,"Facebook Reels",facebook,inactive,campaign,2720,4430,1.62867647,"7-day click or 1-day view","Messaging conversations started",,256.96231426,,,,4,64.24057856,58.00503708,0.31602709,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"MMU - New",6673302606797,"Instagram Reels",instagram,inactive,campaign,7632,9048,1.18553459,"7-day click or 1-day view","Messaging conversations started",2,253.95,126.975,,,10,25.395,28.06697613,0.22104332,,2,,,,,,,inactive,0.02210433,126.975,2023-07-20,2026-08-19
"New Engagement campaign",6931637948197,"Instagram Stories",instagram,inactive,campaign,2824,3872,1.37110482,"7-day click or 1-day view","Messaging conversations started",,247.30060815,,,,8,30.91257602,63.86895872,0.25826446,,,,,,,,,inactive,,,2023-07-20,2026-08-19
Skies,6832539425197,"Facebook Reels",facebook,inactive,campaign,718,1170,1.62952646,"7-day click or 1-day view","Messaging conversations started",4,238.21486348,59.55371587,,,11,21.65589668,203.60244742,1.02564103,,4,,,,,,,inactive,0.34188034,59.55371587,2023-07-20,2026-08-19
Skies,6832539425197,"Instagram Stories",instagram,inactive,campaign,394,643,1.6319797,"7-day click or 1-day view","Messaging conversations started",2,234.21478181,117.10739091,,,4,58.55369545,364.2531599,0.62208398,,2,,,,,,,inactive,0.31104199,117.10739091,2023-07-20,2026-08-19
"FB Ads - 14/06/2026",6959678385397,"Facebook Stories",facebook,inactive,campaign,3200,3365,1.0515625,"7-day click or 1-day view","Messaging conversations started",2,232.93773668,116.46886834,,,27,8.62732358,69.22369589,0.8320951,,2,,,,,,,inactive,0.05943536,116.46886834,2023-07-20,2026-08-19
"CU Oonline - MAY 2025",6699345212397,"Facebook Reels",facebook,inactive,campaign,2306,3522,1.52732003,"7-day click or 1-day view","Messaging conversations started",1,226.20755525,226.20755525,,,8,28.27594441,64.22701739,0.68143101,,1,,,,,,,inactive,0.02839296,226.20755525,2023-07-20,2026-08-19
"SK-LPU-MAY 2025",6699121217397,"Facebook Stories",facebook,inactive,campaign,3392,5312,1.56603774,"7-day click or 1-day view","Messaging conversations started",1,217.68,217.68,,,29,7.5062069,40.97891566,0.62123494,,1,,,,,,,inactive,0.0188253,217.68,2023-07-20,2026-08-19
"LPU Page Ads - May 2025",6699045369797,Feed,instagram,inactive,campaign,4264,4606,1.08020638,"7-day click or 1-day view","Messaging conversations started",,215.28,,,,17,12.66352941,46.73903604,0.52105949,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Online Ads - 13/05/2026",6924458397597,"Instagram Stories",instagram,inactive,campaign,2432,2928,1.20394737,"7-day click or 1-day view","Messaging conversations started",1,207.22719694,207.22719694,,,11,18.83883609,70.7743159,0.54644809,,1,,,,,,,inactive,0.03415301,207.22719694,2023-07-20,2026-08-19
DegreeCraft,6769014077597,"Instagram Stories",instagram,inactive,campaign,1976,2209,1.11791498,"7-day click or 1-day view","Messaging conversations started",1,205.43,205.43,,,10,20.543,92.99683115,0.67904029,,1,,,,,,,inactive,0.04526935,205.43,2023-07-20,2026-08-19
"Feb Ads - 31st Jan",6861084796197,Status,whatsapp,inactive,campaign,171799,171799,1,"7-day click or 1-day view","Messaging conversations started",68,200.65042304,2.95074152,,,312,0.64311033,1.16793708,0.53376329,,68,,,,,,,inactive,0.03958114,2.95074152,2023-07-20,2026-08-19
"FB Ads - 02/06/2026",6941440443997,"Facebook Reels",facebook,inactive,campaign,4320,6015,1.39236111,"7-day click or 1-day view","Messaging conversations started",2,197.24726996,98.62363498,,,22,8.965785,32.79256358,0.63175395,,2,,,,,,,inactive,0.03325021,98.62363498,2023-07-20,2026-08-19
"FB Ads - New Session - 27/04/2026",6910460698397,"Facebook Stories",facebook,inactive,campaign,1792,3204,1.78794643,"7-day click or 1-day view","Messaging conversations started",5,195.50287,39.100574,,,28,6.98224536,61.01837391,0.96754057,,5,,,,,,,inactive,0.15605493,39.100574,2023-07-20,2026-08-19
"LPU Online – 20/25",6723531168997,"Facebook Stories",facebook,inactive,campaign,2656,3845,1.44766566,"7-day click or 1-day view","Messaging conversations started",1,195.06581469,195.06581469,,,10,19.50658147,50.73233152,0.26007802,,1,,,,,,,inactive,0.0260078,195.06581469,2023-07-20,2026-08-19
"SK-LPU-MAY 2025 – 1",6724323110197,Explore,instagram,inactive,campaign,6817,8665,1.27108699,"7-day click or 1-day view","Messaging conversations started",1,194.41931705,194.41931705,,,18,10.80107317,22.43731299,0.27697634,,1,,,,,,,inactive,0.01154068,194.41931705,2023-07-20,2026-08-19
MMU,6671478791197,"Instagram Stories",instagram,inactive,campaign,3632,4349,1.19741189,"7-day click or 1-day view","Messaging conversations started",1,185.69,185.69,,,9,20.63222222,42.69717176,0.32191308,,1,,,,,,,inactive,0.02299379,185.69,2023-07-20,2026-08-19
"Post: ""Want to Study Overseas?""",6881723895197,Feed,facebook,inactive,campaign,4163,4742,1.13908239,"7-day click or 1-day view","Link clicks",46,182.47,3.96673913,,,46,3.96673913,38.4795445,1.4339941,,,,,,,,,inactive,0.97005483,,2023-07-20,2026-08-19
"MMU - 18/04/2025",6675281096797,Feed,facebook,inactive,campaign,1026,1307,1.27387914,"7-day click or 1-day view","Messaging conversations started",1,174.81,174.81,,,12,14.5675,133.74904361,1.83626626,,1,,,,,,,inactive,0.07651109,174.81,2023-07-20,2026-08-19
"MMU - New",6673302606797,"Instagram Stories",instagram,inactive,campaign,2644,3181,1.20310136,"7-day click or 1-day view","Messaging conversations started",1,174.67,174.67,,,7,24.95285714,54.91040553,0.31436655,,1,,,,,,,inactive,0.03143666,174.67,2023-07-20,2026-08-19
"FB - March 2026",6882906768197,"Facebook Reels",facebook,inactive,campaign,3104,3890,1.25322165,"7-day click or 1-day view","Messaging conversations started",,154.11688355,,,,5,30.82337671,39.61873613,0.46272494,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"MMU - 18/04/2025",6675281096797,Feed,instagram,inactive,campaign,2140,2300,1.07476636,"7-day click or 1-day view","Messaging conversations started",3,151.38,50.46,,,15,10.092,65.8173913,0.73913043,,3,,,,,,,inactive,0.13043478,50.46,2023-07-20,2026-08-19
"LPU Online – 20/25",6723531168997,Explore,instagram,inactive,campaign,2688,4220,1.56994048,"7-day click or 1-day view","Messaging conversations started",,151.18450664,,,,5,30.23690133,35.82571247,0.21327014,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU Punjab - 13/05",6715753772997,"Search results",facebook,inactive,campaign,512,1439,2.81054688,"7-day click or 1-day view","Messaging conversations started",1,150.91706847,150.91706847,,,10,15.09170685,104.87635057,0.83391244,,1,,,,,,,inactive,0.0694927,150.91706847,2023-07-20,2026-08-19
"LPU - 26/04",6685419908397,Feed,facebook,inactive,campaign,1616,2116,1.30940594,"7-day click or 1-day view","Messaging conversations started",,144.45146773,,,,4,36.11286693,68.2662891,0.80340265,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"JGND - Punjab - MAY 2025",6699157867197,"Facebook Stories",facebook,inactive,campaign,2704,3050,1.12795858,"7-day click or 1-day view","Messaging conversations started",4,143.23,35.8075,,,19,7.53842105,46.96065574,0.68852459,,4,,,,,,,inactive,0.13114754,35.8075,2023-07-20,2026-08-19
"AMITY Ads",6768967611397,"Facebook Stories",facebook,inactive,campaign,880,1085,1.23295455,"7-day click or 1-day view","Messaging conversations started",,142.64,,,,6,23.77333333,131.46543779,0.64516129,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads - 03/08/2026",6987226896197,"Instagram Stories",instagram,inactive,campaign,2224,2531,1.13803957,"7-day click or 1-day view","Messaging conversations started",,137.75637512,,,,18,7.65313195,54.42764722,0.7902015,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads - 22/03/2026",6887028626197,"Facebook Reels",facebook,inactive,campaign,2568,3568,1.3894081,"7-day click or 1-day view","Messaging conversations started",2,137.55072887,68.77536444,,,7,19.65010412,38.55121325,0.5044843,,2,,,,,,,inactive,0.05605381,68.77536444,2023-07-20,2026-08-19
"LPU Distance Education Patiala",6668282295797,"Facebook Stories",facebook,inactive,campaign,2240,2933,1.309375,"7-day click or 1-day view","Messaging conversations started",,127.17911374,,,,8,15.89738922,43.36144348,0.4091374,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Online Ads - 13/05/2026",6924458397597,Feed,facebook,inactive,campaign,1096,1324,1.2080292,"7-day click or 1-day view","Messaging conversations started",1,125.88829717,125.88829717,,,11,11.44439065,95.08179545,1.43504532,,1,,,,,,,inactive,0.0755287,125.88829717,2023-07-20,2026-08-19
"Nov 2025 All Ads",6826267671197,"Instagram Reels",instagram,inactive,campaign,1840,2061,1.1201087,"7-day click or 1-day view","Messaging conversations started",2,121.78,60.89,,,3,40.59333333,59.08782145,0.19408054,,2,,,,,,,inactive,0.09704027,60.89,2023-07-20,2026-08-19
"MMU - New",6673302606797,"Facebook Reels",facebook,inactive,campaign,1252,1638,1.30830671,"7-day click or 1-day view","Messaging conversations started",2,121.15,60.575,,,2,60.575,73.96214896,0.48840049,,2,,,,,,,inactive,0.12210012,60.575,2023-07-20,2026-08-19
"FB Ads Online - 07/08/2026",6989431968797,Feed,facebook,inactive,campaign,536,689,1.28544776,"7-day click or 1-day view","Messaging conversations started",2,119.74,59.87,,,4,29.935,173.78809869,1.01596517,,2,,,,,,,inactive,0.29027576,59.87,2023-07-20,2026-08-19
"FB Ads - 22/03/2026",6887028626197,"Instagram Stories",instagram,inactive,campaign,1248,1489,1.19310897,"7-day click or 1-day view","Messaging conversations started",2,119.5906337,59.79531685,,,7,17.08437624,80.31607368,0.47011417,,2,,,,,,,inactive,0.13431833,59.79531685,2023-07-20,2026-08-19
"LPU - SET 18/04/2025",6675261135997,Feed,instagram,inactive,campaign,2065,2225,1.07748184,"7-day click or 1-day view","Messaging conversations started",,119.51,,,,4,29.8775,53.71235955,0.2247191,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads - 03/08/2026",6987226896197,Feed,facebook,inactive,campaign,2688,2877,1.0703125,"7-day click or 1-day view","Messaging conversations started",2,115.77695348,57.88847674,,,16,7.23605959,40.24225008,0.86896072,,2,,,,,,,inactive,0.06951686,57.88847674,2023-07-20,2026-08-19
"FB Ads - 01/07/2026",6976611088797,"Search results",facebook,active,campaign,768,1357,1.76692708,"7-day click or 1-day view","Messaging conversations started",3,114.94893964,38.31631321,,,19,6.04994419,84.70813533,1.40014738,,3,,,,,,,active,0.2210759,38.31631321,2023-07-20,2026-08-19
"SK- LPU - Facebook + Insta + Whtsapp Ads",6612219196197,"Facebook Stories",facebook,inactive,campaign,1556,1927,1.23843188,"7-day click or 1-day view","Messaging conversations started",1,114.89882383,114.89882383,,,10,11.48988238,59.62575186,0.62272963,,1,,,,,,,inactive,0.05189414,114.89882383,2023-07-20,2026-08-19
"FB - March 2026",6882906768197,"Instagram Stories",instagram,inactive,campaign,1312,1407,1.07240854,"7-day click or 1-day view","Messaging conversations started",1,109.7449017,109.7449017,,,6,18.29081695,77.9992194,0.56858564,,1,,,,,,,inactive,0.07107321,109.7449017,2023-07-20,2026-08-19
"LPU Punjab - 13/05",6715753772997,"Facebook profile feed",facebook,inactive,campaign,2944,3550,1.20584239,"7-day click or 1-day view","Messaging conversations started",1,106.36383824,106.36383824,,,6,17.72730637,29.96164457,0.56338028,,1,,,,,,,inactive,0.02816901,106.36383824,2023-07-20,2026-08-19
"MMU - 18/04/2025",6675281096797,"Facebook Reels",facebook,inactive,campaign,548,747,1.36313869,"7-day click or 1-day view","Messaging conversations started",2,105.5,52.75,,,3,35.16666667,141.23159304,1.20481928,,2,,,,,,,inactive,0.26773762,52.75,2023-07-20,2026-08-19
"SK-LPU-MAY 2025",6699121217397,Explore,instagram,inactive,campaign,4512,6196,1.37322695,"7-day click or 1-day view","Messaging conversations started",3,102.28,34.09333333,,,9,11.36444444,16.50742414,0.22595223,,3,,,,,,,inactive,0.04841833,34.09333333,2023-07-20,2026-08-19
"LPU Punjab - 13/05",6715753772997,"In-stream reels",facebook,inactive,campaign,1920,2645,1.37760417,"7-day click or 1-day view","Messaging conversations started",1,101.05464496,101.05464496,,,12,8.42122041,38.20591492,0.49149338,,1,,,,,,,inactive,0.03780718,101.05464496,2023-07-20,2026-08-19
"LPU - Sept",6804632076597,Explore,instagram,inactive,campaign,3198,4133,1.29237023,"7-day click or 1-day view","Messaging conversations started",,95.37397135,,,,7,13.62485305,23.07620889,0.2177595,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU - Sept",6804632076597,"Search results",facebook,inactive,campaign,704,860,1.22159091,"7-day click or 1-day view","Messaging conversations started",,93.85454533,,,,7,13.40779219,109.13319225,0.81395349,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"MMU - 18/04/2025",6675281096797,"Instagram Reels",instagram,inactive,campaign,1838,2027,1.10282916,"7-day click or 1-day view","Messaging conversations started",2,92.37,46.185,,,2,46.185,45.5698076,0.24666996,,2,,,,,,,inactive,0.09866798,46.185,2023-07-20,2026-08-19
"Tailored messages campaign 06/05/2025 Campaign",6710313106597,"Instagram Reels",instagram,inactive,campaign,5831,6431,1.1028983,"7-day click or 1-day view","Messaging conversations started",2,91.73488034,45.86744017,,,8,11.46686004,14.26448147,0.29544394,,2,,,,,,,inactive,0.03109936,45.86744017,2023-07-20,2026-08-19
"LPU Page Ads - May 2025",6699045369797,Feed,facebook,inactive,campaign,1584,1810,1.14267677,"7-day click or 1-day view","Messaging conversations started",,90.8,,,,6,15.13333333,50.16574586,0.66298343,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU - 26/04",6685419908397,"Instagram Stories",instagram,inactive,campaign,2208,2814,1.27445652,"7-day click or 1-day view","Messaging conversations started",,89.76091204,,,,9,9.97343467,31.89797869,0.42643923,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU Patiala 19/04/2025",6675807605797,Explore,instagram,inactive,campaign,3554,4585,1.29009567,"7-day click or 1-day view","Messaging conversations started",1,88.79169446,88.79169446,,,7,12.68452778,19.36569127,0.28353326,,1,,,,,,,inactive,0.02181025,88.79169446,2023-07-20,2026-08-19
"FB Ads - 08/07/2026",6979195968197,"Instagram Reels",instagram,inactive,campaign,3360,3376,1.0047619,"7-day click or 1-day view","Messaging conversations started",,83.6,,,,2,41.8,24.76303318,0.14810427,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"SK- LPU - Facebook + Insta + Whtsapp Ads",6612219196197,Explore,instagram,inactive,campaign,1770,2171,1.22655367,"7-day click or 1-day view","Messaging conversations started",,83.20948645,,,,2,41.60474323,38.32772292,0.09212345,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB - March 2026 – Copy",6882908660797,"Facebook Reels",facebook,inactive,campaign,708,995,1.40536723,"7-day click or 1-day view","Messaging conversations started",1,74.84,74.84,,,1,74.84,75.2160804,0.60301508,,1,,,,,,,inactive,0.10050251,74.84,2023-07-20,2026-08-19
"Feb Ads - 31st Jan",6861084796197,"Search results",facebook,inactive,campaign,1408,1522,1.08096591,"7-day click or 1-day view","Messaging conversations started",,74.77015764,,,,7,10.68145109,49.12625338,0.45992116,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"Feb Ads - 31st Jan",6861084796197,Marketplace,facebook,inactive,campaign,768,2627,3.42057292,"7-day click or 1-day view","Messaging conversations started",,73.50015496,,,,4,18.37503874,27.9787419,0.15226494,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU - SET 18/04/2025",6675261135997,"Instagram Reels",instagram,inactive,campaign,1473,1568,1.06449423,"7-day click or 1-day view","Messaging conversations started",1,73.05,73.05,,,3,24.35,46.5880102,0.51020408,,1,,,,,,,inactive,0.06377551,73.05,2023-07-20,2026-08-19
"FB Ads - 23rd Jan",6857822968197,Status,whatsapp,inactive,campaign,34517,34517,1,"7-day click or 1-day view","Messaging conversations started",26,72.5303228,2.7896278,,,108,0.67157706,2.10129278,0.98212475,,26,,,,,,,inactive,0.0753252,2.7896278,2023-07-20,2026-08-19
"LPU - 26/04",6685419908397,"Facebook Reels",facebook,inactive,campaign,840,1295,1.54166667,"7-day click or 1-day view","Messaging conversations started",,71.90073056,,,,,,55.52179966,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"Punjabi University",6642089283597,"Facebook Stories",facebook,inactive,campaign,1792,2196,1.22544643,"7-day click or 1-day view","Messaging conversations started",1,71.89,71.89,,,13,5.53,32.73679417,0.77413479,,1,,,,,,,inactive,0.04553734,71.89,2023-07-20,2026-08-19
"FB Ads Online - 07/08/2026",6989431968797,"Instagram Stories",instagram,inactive,campaign,592,610,1.03040541,"7-day click or 1-day view","Messaging conversations started",,70.78,,,,3,23.59333333,116.03278689,0.49180328,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU Patiala 19/04/2025",6675807605797,"Facebook Stories",facebook,inactive,campaign,1313,1783,1.35795887,"7-day click or 1-day view","Messaging conversations started",2,70.54106896,35.27053448,,,8,8.81763362,39.56313458,0.50476725,,2,,,,,,,inactive,0.1121705,35.27053448,2023-07-20,2026-08-19
"FB Ads Online - 07/08/2026",6989431968797,"Facebook Reels",facebook,inactive,campaign,760,932,1.22631579,"7-day click or 1-day view","Messaging conversations started",,69.09,,,,2,34.545,74.13090129,0.32188841,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU Punjab",6641565898197,Feed,facebook,inactive,campaign,8528,8628,1.01172608,"7-day click or 1-day view","Link clicks",74,66.2012793,0.89461188,,,74,0.89461188,7.67284183,1.27491887,,,,,,,,,inactive,0.85767269,,2023-07-20,2026-08-19
"MBA - Degreecraft",6830713058997,"Facebook Stories",facebook,inactive,campaign,1648,1910,1.15898058,"7-day click or 1-day view","Messaging conversations started",,66.03227658,,,,9,7.33691962,34.57187255,0.47120419,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Online Ads - 13/05/2026",6924458397597,"Facebook Reels",facebook,inactive,campaign,584,802,1.37328767,"7-day click or 1-day view","Messaging conversations started",,65.85910916,,,,,,82.11858997,0.12468828,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"AMITY Ads",6768967611397,Explore,instagram,inactive,campaign,1568,1796,1.14540816,"7-day click or 1-day view","Messaging conversations started",,65.72,,,,7,9.38857143,36.59242762,0.50111359,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"Feb Ads - 31st Jan",6861084796197,"In-stream reels",facebook,inactive,campaign,4864,6000,1.23355263,"7-day click or 1-day view","Messaging conversations started",3,64.99013702,21.66337901,,,32,2.03094178,10.8316895,0.53333333,,3,,,,,,,inactive,0.05,21.66337901,2023-07-20,2026-08-19
"LPU Distance Education Patiala",6668282295797,Explore,instagram,inactive,campaign,2208,2442,1.10597826,"7-day click or 1-day view","Messaging conversations started",,64.46955074,,,,5,12.89391015,26.40030743,0.24570025,,,,,,,,,inactive,,,2023-07-20,2026-08-19
Skies,6832539425197,Marketplace,facebook,inactive,campaign,50,68,1.36,"7-day click or 1-day view","Messaging conversations started",1,63.28129197,63.28129197,,,3,21.09376399,930.6072349,1.47058824,,1,,,,,,,inactive,1.47058824,63.28129197,2023-07-20,2026-08-19
"Messages Ad: 🎓Admission Open for - Distance & Online Learning...",6703091270997,Feed,instagram,inactive,campaign,2382,2431,1.02057095,"7-day click or 1-day view","Messaging conversations started",,62.94,,,,3,20.98,25.89058001,0.24681201,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"Tailored messages campaign 06/05/2025 Campaign",6710313106597,Feed,instagram,inactive,campaign,646,742,1.14860681,"7-day click or 1-day view","Messaging conversations started",,62.90363163,,,,4,15.72590791,84.77578386,0.80862534,,,,,,,,,inactive,,,2023-07-20,2026-08-19
DegreeCraft,6769014077597,"Facebook Stories",facebook,inactive,campaign,544,649,1.19301471,"7-day click or 1-day view","Messaging conversations started",1,62.4,62.4,,,4,15.6,96.14791988,0.92449923,,1,,,,,,,inactive,0.1540832,62.4,2023-07-20,2026-08-19
"FB Ads - New Session - 27/04/2026",6910460698397,Marketplace,facebook,inactive,campaign,768,1190,1.54947917,"7-day click or 1-day view","Messaging conversations started",3,60.20780422,20.06926807,,,6,10.03463404,50.59479346,0.42016807,,3,,,,,,,inactive,0.25210084,20.06926807,2023-07-20,2026-08-19
"CU Oonline - MAY 2025",6699345212397,Explore,instagram,inactive,campaign,2114,2792,1.32071902,"7-day click or 1-day view","Messaging conversations started",,59.19122713,,,,4,14.79780678,21.20029625,0.32234957,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU Page Ads - May 2025",6699045369797,"Instagram Stories",instagram,inactive,campaign,928,1058,1.14008621,"7-day click or 1-day view","Messaging conversations started",,59.19,,,,4,14.7975,55.94517958,0.66162571,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads - 01/07/2026",6976611088797,"In-stream reels",facebook,active,campaign,683,683,1,"7-day click or 1-day view","Messaging conversations started",1,59.15945428,59.15945428,,,11,5.37813221,86.61706336,1.9033675,,1,,,,,,,active,0.14641288,59.15945428,2023-07-20,2026-08-19
