record_id,awarding_hei,platform_or_brand,exact_programme,mode,academic_session,ugc_deb_source_url,official_programme_url,fee_source_url_or_file,fee_basis,compulsory_fees,discount_assumptions,intake,eligibility,exam_mode,refund_source,last_verified_at,verified_by,status,notes
punjabi-university-online-distance-04,Punjabi University Distance Education,Punjabi University Distance Education,MA (ODL),Distance (ODL),unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.cdoepunjabiuniversity.in,internal draft content (website-build/src/content/universities/punjabi-university-online-distance.md),lumpsum=22000,,,unconfirmed,Bachelor's degree in any discipline,unconfirmed,unconfirmed,2026-07-24,background research agent (UGC-DEB + official-source cross-check),stale,"Confirmed UGC-DEB-entitled MA specializations include Economics, History, Hindi, Punjabi, Political Science, Religious Studies, Sikh Studies, Sociology, Public Administration, English, Education, and Journalism & Mass Communication — confirm your exa"
punjabi-university-online-distance-05,Punjabi University Distance Education,Punjabi University Distance Education,BBA (ODL),Distance (ODL),unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.cdoepunjabiuniversity.in,internal draft content (website-build/src/content/universities/punjabi-university-online-distance.md),lumpsum=55000,,,unconfirmed,10+2 in any stream,unconfirmed,unconfirmed,2026-07-24,background research agent (UGC-DEB + official-source cross-check),stale,
punjabi-university-online-distance-06,Punjabi University Distance Education,Punjabi University Distance Education,BCA (ODL),Distance (ODL),unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.cdoepunjabiuniversity.in,internal draft content (website-build/src/content/universities/punjabi-university-online-distance.md),lumpsum=58000,,,unconfirmed,10+2 in any stream,unconfirmed,unconfirmed,2026-07-24,background research agent (UGC-DEB + official-source cross-check),stale,
punjabi-university-online-distance-07,Punjabi University Distance Education,Punjabi University Distance Education,B.Com (ODL),Distance (ODL),unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.cdoepunjabiuniversity.in,internal draft content (website-build/src/content/universities/punjabi-university-online-distance.md),lumpsum=36000,,,unconfirmed,10+2 in any stream,unconfirmed,unconfirmed,2026-07-24,background research agent (UGC-DEB + official-source cross-check),stale,
punjabi-university-online-distance-08,Punjabi University Distance Education,Punjabi University Distance Education,BA (ODL),Distance (ODL),unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.cdoepunjabiuniversity.in,internal draft content (website-build/src/content/universities/punjabi-university-online-distance.md),lumpsum=20000,,,unconfirmed,10+2 in any stream,unconfirmed,unconfirmed,2026-07-24,background research agent (UGC-DEB + official-source cross-check),stale,Offered as a combination of three subjects; confirm your exact subject combination.
desh-bhagat-university-01,Desh Bhagat University,DBU Online,Online MBA,Online,2025-26 (per brochure; specific intake unconfirmed),https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.dbuonline.in,website-build/database/unprocessed/DBU-Online-Brochure-2025-26.pdf,unconfirmed - no fee figures published in source document,,,unconfirmed,Any graduate with minimum 50%,unconfirmed,unconfirmed,2026-07-25,Pratham Goel (supplied source document); background research agent (transcription),stale,"Sourced from DBU's own official 2025-26 online-programme brochure (university marketing material, not an independent UGC-DEB portal confirmation). Brochure claims 'UGC Entitled' and NAAC A+ but this has not been independently verified against the regulator's own records."
desh-bhagat-university-02,Desh Bhagat University,DBU Online,Online M.Com,Online,2025-26 (per brochure; specific intake unconfirmed),https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.dbuonline.in,website-build/database/unprocessed/DBU-Online-Brochure-2025-26.pdf,unconfirmed - no fee figures published in source document,,,unconfirmed,B.Com with minimum 50%,unconfirmed,unconfirmed,2026-07-25,Pratham Goel (supplied source document); background research agent (transcription),stale,"Sourced from DBU's own official 2025-26 online-programme brochure (university marketing material, not an independent UGC-DEB portal confirmation). Brochure claims 'UGC Entitled' and NAAC A+ but this has not been independently verified against the regulator's own records."
desh-bhagat-university-03,Desh Bhagat University,DBU Online,Online MCA,Online,2025-26 (per brochure; specific intake unconfirmed),https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.dbuonline.in,website-build/database/unprocessed/DBU-Online-Brochure-2025-26.pdf,unconfirmed - no fee figures published in source document,,,unconfirmed,Any graduate with minimum 50%,unconfirmed,unconfirmed,2026-07-25,Pratham Goel (supplied source document); background research agent (transcription),stale,"Sourced from DBU's own official 2025-26 online-programme brochure (university marketing material, not an independent UGC-DEB portal confirmation). Brochure claims 'UGC Entitled' and NAAC A+ but this has not been independently verified against the regulator's own records."
desh-bhagat-university-04,Desh Bhagat University,DBU Online,Online MJMC,Online,2025-26 (per brochure; specific intake unconfirmed),https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.dbuonline.in,website-build/database/unprocessed/DBU-Online-Brochure-2025-26.pdf,unconfirmed - no fee figures published in source document,,,unconfirmed,BJMC with minimum 50%,unconfirmed,unconfirmed,2026-07-25,Pratham Goel (supplied source document); background research agent (transcription),stale,"Sourced from DBU's own official 2025-26 online-programme brochure (university marketing material, not an independent UGC-DEB portal confirmation). Brochure claims 'UGC Entitled' and NAAC A+ but this has not been independently verified against the regulator's own records."
desh-bhagat-university-05,Desh Bhagat University,DBU Online,Online MA (English),Online,2025-26 (per brochure; specific intake unconfirmed),https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.dbuonline.in,website-build/database/unprocessed/DBU-Online-Brochure-2025-26.pdf,unconfirmed - no fee figures published in source document,,,unconfirmed,"Graduate with English as a major subject, minimum 50%",unconfirmed,unconfirmed,2026-07-25,Pratham Goel (supplied source document); background research agent (transcription),stale,"Sourced from DBU's own official 2025-26 online-programme brochure (university marketing material, not an independent UGC-DEB portal confirmation). Brochure claims 'UGC Entitled' and NAAC A+ but this has not been independently verified against the regulator's own records."
desh-bhagat-university-06,Desh Bhagat University,DBU Online,Online MA (Punjabi),Online,2025-26 (per brochure; specific intake unconfirmed),https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.dbuonline.in,website-build/database/unprocessed/DBU-Online-Brochure-2025-26.pdf,unconfirmed - no fee figures published in source document,,,unconfirmed,"Graduate with Punjabi as a major subject, minimum 50%",unconfirmed,unconfirmed,2026-07-25,Pratham Goel (supplied source document); background research agent (transcription),stale,"Sourced from DBU's own official 2025-26 online-programme brochure (university marketing material, not an independent UGC-DEB portal confirmation). Brochure claims 'UGC Entitled' and NAAC A+ but this has not been independently verified against the regulator's own records."
desh-bhagat-university-07,Desh Bhagat University,DBU Online,Online MA (Hindi),Online,2025-26 (per brochure; specific intake unconfirmed),https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.dbuonline.in,website-build/database/unprocessed/DBU-Online-Brochure-2025-26.pdf,unconfirmed - no fee figures published in source document,,,unconfirmed,"Graduate with Hindi as a major subject, minimum 50%",unconfirmed,unconfirmed,2026-07-25,Pratham Goel (supplied source document); background research agent (transcription),stale,"Sourced from DBU's own official 2025-26 online-programme brochure (university marketing material, not an independent UGC-DEB portal confirmation). Brochure claims 'UGC Entitled' and NAAC A+ but this has not been independently verified against the regulator's own records."
desh-bhagat-university-08,Desh Bhagat University,DBU Online,Online MA (History),Online,2025-26 (per brochure; specific intake unconfirmed),https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.dbuonline.in,website-build/database/unprocessed/DBU-Online-Brochure-2025-26.pdf,unconfirmed - no fee figures published in source document,,,unconfirmed,Graduation in any discipline,unconfirmed,unconfirmed,2026-07-25,Pratham Goel (supplied source document); background research agent (transcription),stale,"Sourced from DBU's own official 2025-26 online-programme brochure (university marketing material, not an independent UGC-DEB portal confirmation). Brochure claims 'UGC Entitled' and NAAC A+ but this has not been independently verified against the regulator's own records."
desh-bhagat-university-09,Desh Bhagat University,DBU Online,Online MA (Political Science),Online,2025-26 (per brochure; specific intake unconfirmed),https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.dbuonline.in,website-build/database/unprocessed/DBU-Online-Brochure-2025-26.pdf,unconfirmed - no fee figures published in source document,,,unconfirmed,Graduation in any discipline,unconfirmed,unconfirmed,2026-07-25,Pratham Goel (supplied source document); background research agent (transcription),stale,"Sourced from DBU's own official 2025-26 online-programme brochure (university marketing material, not an independent UGC-DEB portal confirmation). Brochure claims 'UGC Entitled' and NAAC A+ but this has not been independently verified against the regulator's own records."
desh-bhagat-university-10,Desh Bhagat University,DBU Online,Online M.Lib,Online,2025-26 (per brochure; specific intake unconfirmed),https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.dbuonline.in,website-build/database/unprocessed/DBU-Online-Brochure-2025-26.pdf,unconfirmed - no fee figures published in source document,,,unconfirmed,B.Lib with minimum 50%,unconfirmed,unconfirmed,2026-07-25,Pratham Goel (supplied source document); background research agent (transcription),stale,"Sourced from DBU's own official 2025-26 online-programme brochure (university marketing material, not an independent UGC-DEB portal confirmation). Brochure claims 'UGC Entitled' and NAAC A+ but this has not been independently verified against the regulator's own records."
desh-bhagat-university-11,Desh Bhagat University,DBU Online,Online B.Com,Online,2025-26 (per brochure; specific intake unconfirmed),https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.dbuonline.in,website-build/database/unprocessed/DBU-Online-Brochure-2025-26.pdf,unconfirmed - no fee figures published in source document,,,unconfirmed,"10+2 (any stream), minimum 50%",unconfirmed,unconfirmed,2026-07-25,Pratham Goel (supplied source document); background research agent (transcription),stale,"Sourced from DBU's own official 2025-26 online-programme brochure (university marketing material, not an independent UGC-DEB portal confirmation). Brochure claims 'UGC Entitled' and NAAC A+ but this has not been independently verified against the regulator's own records."
desh-bhagat-university-12,Desh Bhagat University,DBU Online,Online BBA,Online,2025-26 (per brochure; specific intake unconfirmed),https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.dbuonline.in,website-build/database/unprocessed/DBU-Online-Brochure-2025-26.pdf,unconfirmed - no fee figures published in source document,,,unconfirmed,"10+2 (any stream), minimum 50%",unconfirmed,unconfirmed,2026-07-25,Pratham Goel (supplied source document); background research agent (transcription),stale,"Sourced from DBU's own official 2025-26 online-programme brochure (university marketing material, not an independent UGC-DEB portal confirmation). Brochure claims 'UGC Entitled' and NAAC A+ but this has not been independently verified against the regulator's own records."
desh-bhagat-university-13,Desh Bhagat University,DBU Online,Online BA,Online,2025-26 (per brochure; specific intake unconfirmed),https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.dbuonline.in,website-build/database/unprocessed/DBU-Online-Brochure-2025-26.pdf,unconfirmed - no fee figures published in source document,,,unconfirmed,"10+2 (any stream), minimum 50%",unconfirmed,unconfirmed,2026-07-25,Pratham Goel (supplied source document); background research agent (transcription),stale,"Sourced from DBU's own official 2025-26 online-programme brochure (university marketing material, not an independent UGC-DEB portal confirmation). Brochure claims 'UGC Entitled' and NAAC A+ but this has not been independently verified against the regulator's own records."
